budget_id,budget_flops,schedule_regime,model_name,n_layer,n_head,n_embd,num_params,target_train_tokens,actual_train_tokens,actual_compute_proxy,fixed_schedule_horizon_steps,runs,mean_train_steps,mean_final_val_loss,std_final_val_loss,mean_best_val_loss,mean_final_test_loss,mean_runtime_sec,mean_tokens_per_second,actual_d_over_n,token_parameter_ratio
0,1200000000000.0,fixed,gpt_5l_96d,5,4,96,596256,335426.3940320936,335872,1201594171392.0,864,3,164.0,2.577626061439514,0.0012946597245828125,2.577626061439514,2.5734811902046206,1.1839691797892253,286778.9657994967,0.5633016690817367,0.5633016690817367
0,1200000000000.0,matched,gpt_2l_16d,2,4,16,12736,15703517.587939698,15704064,1200041754624.0,994,3,7668.0,2.485539023081462,0.0018549820079725506,2.4850440899531048,2.478925410906474,22.888044834136963,686234.2765842992,1233.0452261306532,1233.0452261306532
0,1200000000000.0,matched,gpt_2l_20d,2,4,20,17840,11210762.331838565,11212800,1200218112000.0,994,3,5475.0,2.4789597908655803,0.0016133098333613403,2.478401466210683,2.473375419775645,16.487956444422405,680556.6325516292,628.5201793721973,628.5201793721973
0,1200000000000.0,matched,gpt_2l_24d,2,4,24,23712,8434547.908232119,8435712,1200165617664.0,864,3,4119.0,2.478839695453644,0.0015016280027894888,2.478228712081909,2.4731353878974915,18.927756468454998,447275.8833775082,355.7570850202429,355.7570850202429
0,1200000000000.0,matched,gpt_2l_28d,2,4,28,30352,6589351.607801792,6590464,1200202579968.0,864,3,3218.0,2.4783829768498737,0.0011892634540170933,2.478181417783101,2.4724530935287476,14.683744748433432,450079.23562735366,217.13442277279916,217.13442277279916
0,1200000000000.0,matched,gpt_2l_32d,2,4,32,37760,5296610.169491526,5298176,1200354754560.0,864,3,2587.0,2.4772972623507186,0.0028252473363185398,2.477248211701711,2.4721275051434835,10.347143570582071,512757.319219227,140.31186440677965,140.31186440677965
0,1200000000000.0,matched,gpt_2l_36d,2,4,36,45936,4353883.6642284915,4354048,1200045293568.0,864,3,2126.0,2.4802008867263794,0.002659601254951322,2.4798878828684487,2.4748654206593828,9.550692558288574,456689.30850549624,94.78509230233368,94.78509230233368
0,1200000000000.0,matched,gpt_2l_40d,2,4,40,54880,3644314.868804665,3645440,1200370483200.0,864,3,1780.0,2.483315368493398,0.0006697023199913194,2.4828940709431966,2.477101186911265,8.046595493952433,455493.68950138165,66.42565597667638,66.42565597667638
0,1200000000000.0,matched,gpt_2l_44d,2,4,44,64592,3096358.682189745,3096576,1200084221952.0,994,3,1512.0,2.482114764054616,0.003454405265541757,2.481679272651672,2.4769207954406736,5.878522872924805,553797.1209003894,47.94054991330196,47.94054991330196
0,1200000000000.0,matched,gpt_2l_48d,2,4,48,75072,2664109.1219096333,2664448,1200152641536.0,864,3,1301.0,2.4843876322110496,0.0031801821059976028,2.4843685348828632,2.4781543691953023,5.677084684371948,481153.27329561004,35.491901108269396,35.491901108269396
