budget_id,budget_flops,model_name,n_layer,n_head,n_embd,dropout,bias,mlp_ratio,num_params,tokens_per_step,target_train_tokens,actual_train_tokens,target_d_over_n,actual_d_over_n,train_steps,unclipped_train_steps,actual_compute_proxy,schedule_regime,seed,fixed_schedule_horizon_steps,run_id
0,1200000000000.0,gpt_3l_48d,3,4,48,0.1,True,4.0,103344,2048,1935284.0997058367,1935360,18.726622732871157,18.727357176033443,945,945,1200047063040.0,fixed,0,994,b0__gpt_3l_48d__fixed__seed0
0,1200000000000.0,gpt_3l_48d,3,4,48,0.1,True,4.0,103344,2048,1935284.0997058367,1935360,18.726622732871157,18.727357176033443,945,945,1200047063040.0,fixed,1,994,b0__gpt_3l_48d__fixed__seed1
0,1200000000000.0,gpt_3l_48d,3,4,48,0.1,True,4.0,103344,2048,1935284.0997058367,1935360,18.726622732871157,18.727357176033443,945,945,1200047063040.0,fixed,2,994,b0__gpt_3l_48d__fixed__seed2
0,1200000000000.0,gpt_3l_48d,3,4,48,0.1,True,4.0,103344,2048,1935284.0997058367,1935360,18.726622732871157,18.727357176033443,945,945,1200047063040.0,matched,0,994,b0__gpt_3l_48d__matched__seed0
0,1200000000000.0,gpt_3l_48d,3,4,48,0.1,True,4.0,103344,2048,1935284.0997058367,1935360,18.726622732871157,18.727357176033443,945,945,1200047063040.0,matched,1,994,b0__gpt_3l_48d__matched__seed1
0,1200000000000.0,gpt_3l_48d,3,4,48,0.1,True,4.0,103344,2048,1935284.0997058367,1935360,18.726622732871157,18.727357176033443,945,945,1200047063040.0,matched,2,994,b0__gpt_3l_48d__matched__seed2
0,1200000000000.0,gpt_2l_60d,2,4,60,0.1,True,4.0,111120,2048,1799856.0115190784,1800192,16.197408311006825,16.200431965442764,879,879,1200224010240.0,fixed,0,994,b0__gpt_2l_60d__fixed__seed0
0,1200000000000.0,gpt_2l_60d,2,4,60,0.1,True,4.0,111120,2048,1799856.0115190784,1800192,16.197408311006825,16.200431965442764,879,879,1200224010240.0,fixed,1,994,b0__gpt_2l_60d__fixed__seed1
0,1200000000000.0,gpt_2l_60d,2,4,60,0.1,True,4.0,111120,2048,1799856.0115190784,1800192,16.197408311006825,16.200431965442764,879,879,1200224010240.0,fixed,2,994,b0__gpt_2l_60d__fixed__seed2
0,1200000000000.0,gpt_2l_60d,2,4,60,0.1,True,4.0,111120,2048,1799856.0115190784,1800192,16.197408311006825,16.200431965442764,879,879,1200224010240.0,matched,0,994,b0__gpt_2l_60d__matched__seed0
0,1200000000000.0,gpt_2l_60d,2,4,60,0.1,True,4.0,111120,2048,1799856.0115190784,1800192,16.197408311006825,16.200431965442764,879,879,1200224010240.0,matched,1,994,b0__gpt_2l_60d__matched__seed1
0,1200000000000.0,gpt_2l_60d,2,4,60,0.1,True,4.0,111120,2048,1799856.0115190784,1800192,16.197408311006825,16.200431965442764,879,879,1200224010240.0,matched,2,994,b0__gpt_2l_60d__matched__seed2
0,1200000000000.0,gpt_2l_64d,2,4,64,0.1,True,4.0,124672,2048,1604209.4455852157,1605632,12.867439726524125,12.878850102669405,784,784,1201064116224.0,fixed,0,994,b0__gpt_2l_64d__fixed__seed0
0,1200000000000.0,gpt_2l_64d,2,4,64,0.1,True,4.0,124672,2048,1604209.4455852157,1605632,12.867439726524125,12.878850102669405,784,784,1201064116224.0,fixed,1,994,b0__gpt_2l_64d__fixed__seed1
0,1200000000000.0,gpt_2l_64d,2,4,64,0.1,True,4.0,124672,2048,1604209.4455852157,1605632,12.867439726524125,12.878850102669405,784,784,1201064116224.0,fixed,2,994,b0__gpt_2l_64d__fixed__seed2
0,1200000000000.0,gpt_2l_64d,2,4,64,0.1,True,4.0,124672,2048,1604209.4455852157,1605632,12.867439726524125,12.878850102669405,784,784,1201064116224.0,matched,0,994,b0__gpt_2l_64d__matched__seed0
0,1200000000000.0,gpt_2l_64d,2,4,64,0.1,True,4.0,124672,2048,1604209.4455852157,1605632,12.867439726524125,12.878850102669405,784,784,1201064116224.0,matched,1,994,b0__gpt_2l_64d__matched__seed1
0,1200000000000.0,gpt_2l_64d,2,4,64,0.1,True,4.0,124672,2048,1604209.4455852157,1605632,12.867439726524125,12.878850102669405,784,784,1201064116224.0,matched,2,994,b0__gpt_2l_64d__matched__seed2
0,1200000000000.0,gpt_3l_56d,3,4,56,0.1,True,4.0,136696,2048,1463100.6027974484,1464320,10.703316869531283,10.712237373441798,715,715,1201000120320.0,fixed,0,994,b0__gpt_3l_56d__fixed__seed0
0,1200000000000.0,gpt_3l_56d,3,4,56,0.1,True,4.0,136696,2048,1463100.6027974484,1464320,10.703316869531283,10.712237373441798,715,715,1201000120320.0,fixed,1,994,b0__gpt_3l_56d__fixed__seed1
0,1200000000000.0,gpt_3l_56d,3,4,56,0.1,True,4.0,136696,2048,1463100.6027974484,1464320,10.703316869531283,10.712237373441798,715,715,1201000120320.0,fixed,2,994,b0__gpt_3l_56d__fixed__seed2
0,1200000000000.0,gpt_3l_56d,3,4,56,0.1,True,4.0,136696,2048,1463100.6027974484,1464320,10.703316869531283,10.712237373441798,715,715,1201000120320.0,matched,0,994,b0__gpt_3l_56d__matched__seed0
0,1200000000000.0,gpt_3l_56d,3,4,56,0.1,True,4.0,136696,2048,1463100.6027974484,1464320,10.703316869531283,10.712237373441798,715,715,1201000120320.0,matched,1,994,b0__gpt_3l_56d__matched__seed1
